title,username,feedback,rating,date,id
S ale Clerk/Office,Anonymous Employee,"Pros:Great coworkers, safety culture, closed on holidays Cons:Long days during harvest season working many 10-12 hour days",4,2018-07-15T00:00:00.000Z,21488616
Laborer,"Anonymous Employee in Decatur, IL",Pros:The money was good good Cons:All but the money sucks Advice to Management:None they dont listen,1,2018-06-15T00:00:00.000Z,21055636
Production worker,Anonymous Employee,"Pros:Great group of people to work with Cons:Hot condition,work schedule is confusing Advice to Management:NA",5,2018-06-12T00:00:00.000Z,20999109
Good starting position but rarely ever room to move up in company,"Staff Accountant in Decatur, IL",Pros:Great experience and helpful managers. Cons:Upper management has changes the culture and got rid of several positions which makes it difficult to advance in company. Advice to Management:Increase pay and return job titles to give employees a way to advance.,3,2018-05-28T00:00:00.000Z,20778722
Decent,Anonymous Employee,"Pros:Its easy for the pay Cons:Boring, everyone acts like they are in highschool.",3,2018-05-19T00:00:00.000Z,20663735
Administration process specialist,"Process Coordinator in Decatur, IL",Pros:Room for advancement within the company Cons:Hiring process is very slow,5,2018-05-19T00:00:00.000Z,20660603
Grain Handler,"Anonymous Employee in Dodge City, KS",Pros:Great company to work for! Cons:Only thing I can think of is that grain handler should be making as much as a miller.,5,2018-04-26T00:00:00.000Z,20315173
Electrician,"Electrician in Razgrad, Razgrad",Pros:- A good place to work Cons:-Factory environment dirty and smelly Advice to Management:Be more thoughtful,3,2018-03-28T00:00:00.000Z,19915983
Project engineer,Anonymous Employee,Pros:the company treats each individual with professionalism Cons:there are no downsides working with ADM Advice to Management:ADM Southport treats their employees with respect. I have no further advice,5,2018-04-22T00:00:00.000Z,20259841
Dispatecher,"Dispatcher in Cedar Rapids, IA",Pros:Treated everybody equally and fair Cons:Needs to give out more training via the web Advice to Management:Treat everybody as your equal,5,2018-04-16T00:00:00.000Z,20173576
Electrical/Instrumentation Technician,"Anonymous Employee in Decatur, IL","Pros:Great variety of work. Good benefits. Good pay Cons:Working swing shift is a bear, especially if you're always used to being on one shift. I don't know how some of the people have done it for 30+ years Advice to Management:Look at a better system for operation",4,2018-04-13T00:00:00.000Z,20148809
Great,"Clerk in New York, NY","Pros:Pros- great pay, flexible hours Cons:Cons- long hours, no time off Advice to Management:listen to your employees",3,2018-04-12T00:00:00.000Z,20132433
So happy now,"Accounting Clerk in Decatur, IL","Pros:Not many that I can remember Cons:Too many to list here and no need to Advice to Management:Stop with the cookie cutter ideals. Best thing to ever happen was the day I got laid off! Started my own company and making 8 times what I made at ADM without the office bullies, snide women and clock watchers.",2,2018-03-19T00:00:00.000Z,19755665
Mechcanical Maintenace,"Millwright Mechcanic in Clinton, IA","Pros:Very safety oriented and the potential to learn and advance. Cons:Lower level management not being held accountable. Advice to Management:Eliminate your non-performers, and the ones not willing to adapt to the new culture.",4,2018-03-17T00:00:00.000Z,19735320
Technical,"Technical in Montreal, QC","Pros:Job security, good benefits, good safety program Cons:Lack of leadership, is full of inexperienced management, no attrition or support for the future employees. Only interested in bottom line( Big Business ) Advice to Management:Experience is the most important asset to a company. Short term solutions will cause long term problems",1,2018-01-15T00:00:00.000Z,18737199
Great Company,"Trader in Bogotá, Bogota","Pros:Opportunities to learn, great Salaryworking environment Cons:Salary is not competitive compared to others Advice to Management:Pay more attention to workers needs",4,2018-01-04T00:00:00.000Z,18573583
Great company to work,Anonymous Employee,Pros:great money paid on time Cons:only Seasonal in certain parts,4,2017-12-28T00:00:00.000Z,18500072
Excellent for Summer Harvest,Anonymous Employee,Pros:Great job for college students Cons:No cons I'm being forced to write this,5,2017-12-18T00:00:00.000Z,18394354
wastewater treatment,"Water Treatment in Decatur, IL","Pros:Good benefits and salary. Always learning something new. Cons:Swing shift, a lot of overtime",2,2017-12-14T00:00:00.000Z,18349370
Caution!,"Contractor/Logistics in San Francisco, CA","Pros:Opportunity to do high volume of business, interact with all stakeholders to develop solutions to logistics challenges. Cons:Antiquated, top-down management; ""big dog"" mentality... 'I am big, do as I say!' ; interpersonal dysfunction and internal politics are an ongoing drag on the company; hyper reluctant to collaborate on solutions to benefit and enhance all operations; heavily subsidized agri-commodity industry enables non-competitive operating model. Advice to Management:Accept that employees / vendors / contractors can help ADM Rice achieve higher financial profits by implementing inexpensive system enhancements. Send senior managers to management training / therapy.",3,2017-12-11T00:00:00.000Z,18298686
internship,Anonymous Employee,Pros:friendly co-workers; good mentor; good compensation and good learning process Cons:work overtime and duplicated work,5,2017-11-30T00:00:00.000Z,18145545
Controller,Anonymous Employee in Santiago,"Pros:You can work in a global company, wit best practices in financial and reporting topics, you receive support and capacitation, and you can feel respected all time Cons:Chile market is a little market so for ADM this market is not to much atractive, the size of operations in ADM is with great volumes, and as Chile market doesn´t have enought size could have weakness against other markets",5,2017-11-27T00:00:00.000Z,18079108
IT - Great company if you want to settle down,"Software Developer in Decatur, IL","Pros:Low stress, great people, plenty of opportunity to take initiative Nice place to work for a long time as long as you are basically competent/care Cons:Zero accountability for contractors aka they take multiple days to answer basic emails/ do their jobs Takes weeks to get the most basic activities/accesses approved Advice to Management:Spend more time automating IT processes before automating business processes and it won't be so hard to patch and test everything",4,2017-11-24T00:00:00.000Z,18049668
QA/QC,Anonymous Employee,"Pros:Benefits, stability, future, global, team Cons:Leadership is lacking in communication",4,2017-11-20T00:00:00.000Z,17988058
Low Morale,Anonymous Employee,"Pros:Some good individuals work here.. Cons:Too much emphasis on overpaid and overrated hotshots who don't add value to the company. Advancement is a function of corporate politics, not performance. Morale is at an al-time low. No loyalty. Advice to Management:Leave.",1,2017-11-13T00:00:00.000Z,17879778
I like it,Anonymous Employee,Pros:Paid for school room for advancement Cons:lack of training programs lack of mentoring,4,2018-04-11T00:00:00.000Z,20115560
Wastewater,"Wwto in Cedar Rapids, IA",Pros:Good money if you’re willing to work overtime Cons:Rotating swing shifts & OT Advice to Management:N/A,3,2018-03-21T00:00:00.000Z,19801008
Work life balance needs work,Lab Technician,"Pros:Pay is excellent and so are the benefits. Not a complex job, but it has many opportunities to grow and transfer throughout the world Cons:Last minute scheduling and shift changes. Schedule for the weekend not out until Friday afternoons. Lots of interoffice politics to navigate. Advice to Management:Take care of your good employees and weed out the bad apples that don't support the team and it's goals.",3,2018-02-18T00:00:00.000Z,19309040
Internship,Anonymous Employee,"Pros:Great learning environment, professional members Cons:TOO much safety rules existing",5,2018-02-17T00:00:00.000Z,19298589
"Nice team, could be bigger though.","Analyst in Minneapolis, MN","Pros:Good team, good compensation. Great benefits. Cons:Staffing is light which can mean long hours and multitasking.",4,2018-02-08T00:00:00.000Z,19154822
Great company,Anonymous Employee,Pros:Good people good place to work Cons:none that I can think of,5,2018-02-01T00:00:00.000Z,19025144
"Good experience. Multiple projects, great empowerment.",Anonymous Employee,"Pros:One of the largest food processors and ingredients providers. Lots of experiences, empowerment, a vast field to develop new ideas. Cons:Management style not strategic, much more operational. Difficulty to surpass the commodities' culture towards a much more competitive scenario with new entrants and entering in the value added market. Advice to Management:The talents now might not have the same skills of the ones in the past.",4,2017-12-22T00:00:00.000Z,18456462
Great company to work for!,"Anonymous Employee in Decatur, IL",Pros:Stable work environment. Diverse projects. Cons:Less opportunities to move up the ladder,4,2017-12-18T00:00:00.000Z,18396488
Clerk,Anonymous Employee,Pros:Great company!! Good benefits!! Cons:Long hours during busy time. Advice to Management:Management is fair,5,2017-12-12T00:00:00.000Z,18316127
Good experience but no possibilities,Financial Analyst in Rotterdam,"Pros:time management flexibility, not long hours, friendly environment Cons:low salary, not good management",4,2017-12-09T00:00:00.000Z,18273734
Senior Accountant,Anonymous Employee,"Pros:Great training, leadership, and strategy. My managers were all excellent and intelligent-really knew the industry. Cons:ADM is a large company, so it is easy to get focused on your single area.",4,2017-11-16T00:00:00.000Z,17932688
Overall Good Place to Work,"Assistant Superintendent in Hutchinson, KS","Pros:good benefits, the opportunity for promotion through relocation Cons:long hours, personal life may be sacrificed at times Advice to Management:Be willing to put in hard work and long hours and you will see the reward",4,2018-03-21T00:00:00.000Z,19805455
Fractious Work Environment,Anonymous Employee,Pros:Good pay and the work was usually straightforward. Cons:Intense schedule usually left everyone pretty frayed.,2,2018-03-19T00:00:00.000Z,19757687
ASOM,ASOM,"Pros:I love my job, pay is fair, benefits are great and the culture is easy to adapt to and become apart of Cons:The hours are long at times but this just comes with the territory of working in the AG employment sector Advice to Management:I have had nothing but helpful managers. they are willing to help and make sure you are headed in the right direction for your desired career path",5,2018-03-12T00:00:00.000Z,19655632
Family Company,Business Intelligence Specialist in Guatemala City,Pros:They pay well and the balance between work and like is good. Cons:Don't have development nor career opportunities. Advice to Management:Have clear goals to reach.,3,2018-02-08T00:00:00.000Z,19149974
With all honesty,"Looking Forward Towards My Career With ADM in Brookston, IN","Pros:Great Colleges, management are nice and respectful to not just the customers but employees as well. Cons:The hours during harvest are rough but pays fantastic. Advice to Management:Always lookout for customers and employees. Makes for better business",5,2018-02-05T00:00:00.000Z,19092632
Interesting place,"Operator III in Jackson, TN",Pros:Very interesting process. Fun to be a part of a 100+ year old plant. Cons:Disfunctional management. Low pay. Advice to Management:Don't hire your kids.,4,2018-02-03T00:00:00.000Z,19063791
receptionist,"Mailroom Associate & Reception in Decatur, IL",Pros:ADM has a good benefit package Cons:They have a lot of lay offs therefore no job security,3,2018-02-01T00:00:00.000Z,19029461
Too laid back organization,Anonymous Employee in L?t?r,Pros:Lots of free time in office. Work closed sharp at 6pm. Cons:Works like govt organisation. Everybody is too engrossed in the usual work.,3,2018-01-23T00:00:00.000Z,18872108
Antiquated,Anonymous Employee,"Pros:A lot of good people in the organization. Cons:Very antiquated in management methods and IT systems. ""Good Ole Boy"" network at the top. Very poor at employee training and development. Advice to Management:Get rid of the old blood and embrace change.",1,2018-01-15T00:00:00.000Z,18742585
Supervisor,Anonymous Employee,Pros:Salaried shift doesn't get called in Cons:Taking all benefits such as pension. The pension is why most people take a salaried position. Lowest operator can make more money than salary with little overtime. Advice to Management:Treat salaried employees better. More responsibility should equal more pay,3,2018-01-07T00:00:00.000Z,18618255
good company,Anonymous Employee,"Pros:good networking benefits, opportunity to build career, training opportunities Cons:Long working hours, stressful work environment",3,2018-01-03T00:00:00.000Z,18555105
loadout,"Loader in Marshall, MN","Pros:Excellent benefits and pay. Many opportunities for overtime. Cons:Difficult work schedule, sometimes too much overtime.",4,2017-12-10T00:00:00.000Z,18283462
"""Pool of Dumb Management""",Anonymous Employee,"Pros:Brand name ""ADM"". It may give you extra mileage to switch your job. Cons:1. They really need some educated , elite personality for their India Business 2. Failed to recognize resources 3. Top notch corporate politics... Advice to Management:""Figure Out"" your weaknesses ,recruit some elite personality in your management team to ensure your presence in Indian commodity market.... Restructure your management team!!!",1,2017-12-09T00:00:00.000Z,18278144
"Good flexibility, but downsizing recently","Senior Accountant in Decatur, IL",Pros:Good work like balance. Challenging assignments. International experiences. Hard working coworkers. Open door environment with management. Travel opportunities and various businesses. Cons:Have gone through several reductions in staff which causes some groups to be overloaded. Limited bonus program for corporate bases positions.,3,2017-11-15T00:00:00.000Z,17913026
Well done,Anonymous Employee,Pros:They work with you is a plus Cons:Swing shifts and basically on call Advice to Management:Have no advice,4,2018-03-03T00:00:00.000Z,19510928
Accounting Analyst,"Accounting Analyst in Decatur, IL",Pros:You get to work with great people. Cons:There are several different computer systems and they do not work well with each other.,5,2018-01-21T00:00:00.000Z,18840256
ARCHER DANIELS MIDLAND,Anonymous Employee,"Pros:Pay, benefits, stability, management, advancement opportunities. Cons:I would say the only con is working 12 hour swing shift.",5,2018-01-14T00:00:00.000Z,18731266
laborer,"Certified Forklift Operator in Decatur, IL",Pros:the company has great people and opportunities. Cons:i have not worked for adm . Advice to Management:keep up the good work at adm .,5,2017-12-25T00:00:00.000Z,18471673
ADM,"Customer Service Specialist in Pozna?, Greater Poland","Pros:wide range of benefits i.e. medical healthcare, insurance, gym cards additional bonuses for the holidays etc. Cons:lack of opportunity to grow within the structure, huge fluctuation within teams, which lessen the performance of whole organization.",3,2017-12-05T00:00:00.000Z,18200618
Process Engineer,Anonymous Employee,"Pros:Good people that are willing to assist when needed. Cons:Overtime, second, and third shift work sometimes required.",4,2017-12-04T00:00:00.000Z,18187596
Good job for the area,Anonymous Employee,Pros:Good company with good benefits Cons:Location is in the middle of no where,4,2017-11-29T00:00:00.000Z,18122021
Overall good job but big Corp crap,"Class A Truck Driver in Camanche, IA","Pros:Out and back loads. Home every weekend unless its busy season. Benefits and pay are almost unbeatable. For otr drivers have assigned trucks that are late model. Cons:Everything changes on a moments notice. Unless your hooked to the load and rolling it could change. Don't have an accident its almost 100% you'll be on the streets. ""Accident investigation"" almost always finds driver at fault. Advice to Management:Stop bringing in college guys that know nothing for safety. We miss guys like Bob For an that knows what its all about and can get being the wheel and drive if needed to",4,2017-10-29T00:00:00.000Z,17618312
ADM IT,Anonymous Employee,"Pros:Enjoyed my co-workers, good people to work with. Cons:Not always using current technology. Felt like environment was stagnant.",3,2017-11-09T00:00:00.000Z,17827391
Merchandising Intern,Anonymous Employee,"Pros:Great learning environment, Friendly co workers Cons:Orientation is more company based than focused on a specific internship area Advice to Management:Make orientation more specific to each internship area",5,2017-10-29T00:00:00.000Z,17613671
No growth,"Anonymous Employee in São Paulo, São Paulo","Pros:Salary and benefits are fair enough but not high. I really really have nothing else to say about this company Cons:No training, no management, no one that can help you grow and inspire you. The company is too old with many issues and super sexist.",2,2017-10-23T00:00:00.000Z,17514384
Intern Review,Anonymous Employee,"Pros:Group case study was very productive Cons:Central HQ in Decatur, IL.",5,2017-10-22T00:00:00.000Z,17489404
ADM is a really good company to work for. Lots of rules but its all for a good reason.,"Deckhand in Waggaman, LA",Pros:The pay is ok and the co-workers are great. Very up to date boats and proficient captains. I would recommend any new deckhand to start here. Their main focus is safety so its great for green deckhands to get a start. Cons:It is almost impossible to get in the wheelhouse. There have been people working on the deck for 10+ years and havent even gotten an interview.,4,2017-10-20T00:00:00.000Z,17464201
Technical Analyst,"Senior Technical Support in Decatur, IL",Pros:Pretty stable company with good compensation. Very well define hierarchy and process driven. Work life balance is good. Cons:Very big company to make a impact and still work on the old culture. Need to be more innovative and give more freedom to perform rather then doing in the old way. Competitiveness is missing in the culture as the growth is not fast paced. Advice to Management:Be more agile and evolve with the new generation to deliver.,4,2017-10-06T00:00:00.000Z,17210376
Documentation Specialist / Technical Writer,Anonymous Employee,"Pros:Worked with great people and benefits were great Cons:Competitive environment, poor management, poor environment for women",2,2017-10-03T00:00:00.000Z,17156847
Not Happy,Anonymous Employee,"Pros:IT was a job and held me over until something else presented itself Cons:No diversity, lacked strategic planning, no room for growth",2,2017-09-19T00:00:00.000Z,16917495
Supervisor,Anonymous Employee,Pros:Company is good to work for. Cons:unrealistic expectations for production goals.,3,2017-09-18T00:00:00.000Z,16890885
Good company to work for,"Deckhand in Saint Louis, MO","Pros:Pay, benefits, traveling, time you get off when you are off. All in all its a good company.. iffy you get a good boat and crew it's worth it Cons:Watchman needs to go.. He's useless does nothing but play on his phone and takes up space.. does not offer to help. Advice to Management:Deckhands should not make the same as a cook",4,2017-09-17T00:00:00.000Z,16865000
Maintenance,Anonymous Employee,Pros:not a bad place to work at Cons:good use some better manangement,4,2017-09-14T00:00:00.000Z,16830620
Great company,Anonymous Employee,Pros:Global company so opportunity to work in different companies Cons:Global company so challenging to work across multiple time zones,4,2017-08-31T00:00:00.000Z,16617589
lipservice,Anonymous Employee,"Pros:stable company with good benefits that is very large so that can present opportunities for the right person or skill-set Cons:the benefits are being scaled back and although management talks about managing and retaining talent, it's really just words Advice to Management:overall the HR group - not giving good guidance to management",3,2017-08-16T00:00:00.000Z,16385967
Poor Work Culture,Graduate Engineering Trainee GET in L?t?r,Pros:Good Learning Experience. Okay Compensation Cons:Employees not treated well. Can be fired anytime. Work Life Balance is bad Advice to Management:Please treat your employees well,2,2017-11-07T00:00:00.000Z,17767287
fleet deckhands,"Deckhands Helper in La Salle, IL",Pros:I like to go back there. Cons:good pay and good people. Advice to Management:good company,5,2017-11-09T00:00:00.000Z,17821297
work is good,Anonymous Employee,"Pros:great benefits, good bosses, easy work Cons:never know what hours will be like",5,2017-11-01T00:00:00.000Z,17679136
Grew to love it.,Anonymous Employee,"Pros:Great compensation, competitive salaries, different challenges each day, great team with lots of experience and a willingness to help new teammates that aren't jerks. Cons:My manager allowed another co-worker to yell and scream at other co-workers. It made for a pretty hostile work environment. It also felt like he played favorites when he invited all of the guys, weekly, to do things outside of work but never invited the women. He also was lenient with one gentleman in particular and would allow him to call out sick once a month (sometimes more frequently) after partying too hard. Worked a lot of hours, weekends, nights to get everything done but really enjoyed the folks I was working with. Was told I had to move to Decatur for another opportunity with the company.",4,2017-10-28T00:00:00.000Z,17604402
Automation Engineer Intern Review,"Automation Engineer Intern in Peoria, IL","Pros:Great hands on experience, Great Pay, Great coworkers Cons:Long working hours, difficult management, culture is difficult to adjust to",3,2017-10-20T00:00:00.000Z,17465758
Driver,"Local Truck Driver in Cleveland, TN",Pros:Good company to work for they have some troubles but not like most others I’ve worked with in the past Cons:Lot of rules to follow and a lot to keep up with. Slow trucks as well but ain’t they all,4,2017-10-16T00:00:00.000Z,17388479
Stable and predictable,"Production Supervisor in Deerfield, MO","Pros:Job security Benefits, pretty good wage, and stable business with a steady growth. Cons:Little oversize on Upper Middle Management Advice to Management:Happy employees work harder.",4,2017-10-05T00:00:00.000Z,17193591
Supervisor,Anonymous Employee,Pros:Continual learning opportunities if you're willing to work hard and be inquisitive. Cons:5 year RIFs instead of managing problem employees as needed. Advice to Management:Need to push HR to allow probationary time for new hires.,4,2017-10-05T00:00:00.000Z,17185652
Transportation,"Logistis Coordinator in Decatur, IL","Pros:There are a lot of corporate perks/discounts. Benefits package is great. Tuition reimbursement is nice also. They are pretty flexible with time off. Cons:Some positions pay lower than average for their field. Being a large company, sometimes you can feel like you're ""just a number"". Advancement can be hard unless you're in with the right people. It also seems that some get a pass for being lazy, calling off etc while the rest carry the weight.",4,2017-08-10T00:00:00.000Z,16304436
Merchandiser,"Merchandiser/Trader in Evansville, IN","Pros:Excellent trainee program. Lots of opportunities to learn how to trade. Cons:Very asset driven, lots of layers to management. If asked to move, you are expected to move. Advice to Management:Your assets are overvalued, they're an anchor around your neck. The core of your business is killing you.",2,2017-10-30T00:00:00.000Z,17633643
Business Development and Strategic Projects,Anonymous Employee,Pros:Lot of Learning. Good Experience Cons:Full Time Conversion from Intern is low,4,2017-10-24T00:00:00.000Z,17517363
Never dreaded a day at work. Always something new happening.,"Administrative Assistant in Peoria, IL","Pros:Variety of tasks, fast paced, ability to work without direct supervision. Cons:Unfortunately there isnt any opportunity for advancement within the company. Advice to Management:Listen to and communicate with your employees.",4,2017-10-17T00:00:00.000Z,17398352
ASOM Intern,Anonymous Employee,"Pros:Great company, great people and resources Cons:Could feel too big at times",4,2017-10-16T00:00:00.000Z,17389223
Shuttle Services Supervisor,"Shuttle Services Supervisor in Decatur, IL","Pros:Was a good company to work for. Great People. Cons:I thought they were special on how they treated their employees, but they eliminated jobs without notice. Advice to Management:They need better communication and transparency.",3,2017-10-14T00:00:00.000Z,17354058
Not the company it used to be.,"Operations Manager in Decatur, IL","Pros:Worked with some great people and learned a lot along the way. Very safety driven company, there's opportunity out there if you want to look for it. Cons:Company headed in wrong direction with reduction in force. Firing good people to save money is not the way to do business.",2,2017-10-08T00:00:00.000Z,17231397
Merchandising Intern,Anonymous Employee,"Pros:Great people to work with, they hire very outgoing people. I had no bad interactions with anybody in the organization. Cons:The pace of work varies greatly just because of the nature of agriculture. Harvest is extremely busy, but otherwise the work is pretty slow. Advice to Management:Find a way to spread the work load more, encourage more farm visits and direct interaction with producers. That is what led to success in my time there, more than any over the phone or email interaction.",5,2017-10-06T00:00:00.000Z,17215880
You are just a number.,Anonymous Employee,"Pros:All employees seem to receive the same, fair treatment. Cons:You are just a number.",4,2017-10-03T00:00:00.000Z,17142099
Ok,Anonymous Employee,Pros:really like the People there Cons:Theres alot of very Favoritetism,2,2017-10-03T00:00:00.000Z,17139636
Internship Review,Anonymous Employee,Pros:Opportunity for hands-on engineering experience Interaction with many business functions Cons:Management did a poor job communicating objectives and seemed unfocused. Very little emphasis on professional development.,4,2017-09-28T00:00:00.000Z,17075424
Fired right when my 90 days was up.,"Bulk Loading in Comanche, TX","Pros:Overtime, nice employees. Everything else was terrible Cons:Unappreciative of employees, unprofessional, harrassment Advice to Management:Need to learn professionalism and stop picking favorites. Just because someone has been there longer does not make it okay for them to get away with mistakes made on the job and then for it to be put on everyone else. Also dont make one person do multiple jobs while everyone else has one job to do. This company needs to clean house on the management currently in. It would do alot better as far as losses go and more.",1,2017-09-20T00:00:00.000Z,16927877
Nice company to wish work for,Anonymous Employee,Pros:Great pay and you work half the year with 12 hour days Cons:Overtime is mandatory and your always oncall Advice to Management:Management needs to stop micro managing,3,2017-09-18T00:00:00.000Z,16881390
Great Company,"Grain Clerk III in Rhineland, MO","Pros:Great local company. Competitive wages, amazing benefits! Cons:Not so much a con.. but Lots of online training monthly",4,2017-09-03T00:00:00.000Z,16648726
Diversity/Inclusion not in I.T.,"IT Manager in Decatur, IL","Pros:Salary and Benefits are a plus. Cons:I.T. management does not believe in the value that diverse backgrounds bring to an organization. They claim to not retaliate against employees that raise concerns, then when review time comes they ""manufacture"" information to justify a lower review rating. Advice to Management:Get rid of the ""Good OL Boys club in I.T.""",3,2017-09-01T00:00:00.000Z,16623822
Quick review,Anonymous Employee,"Pros:Friendly environment, nice people, easy hours Cons:Lack of meritocracy, age matters more than talent Advice to Management:Retain key talent, revisit bonus/pay per performance, hire new people from other industries",4,2017-08-22T00:00:00.000Z,16479979
Utility,"Utility in Tazewell, IL","Pros:Working hard to improve my way of life, and advance my skills Cons:Swing shift is a downside, but have been doing it for years, so I'm really use to it. Advice to Management:Looking for a job that can help my future, and give me more knowledge and possibly a skilled trade",4,2017-08-21T00:00:00.000Z,16462517
Vice President,Anonymous Employee,"Pros:Size and scale of the company Cons:Bureaucracy, good old boys style managment Advice to Management:Promote competent people versus those that are political cronies and drinking buddies. I think ADMs recent performance is an indicator of the incompetence they've promoted to the top of Wild Flavors.",1,2017-08-20T00:00:00.000Z,16443638
Stay AWAY,Anonymous Employee,Pros:There are no pros except for health and retirement benefits... Cons:Executive management turnover continually means that RIF's are part of their game. Almost 200 Sr Management positions just eliminated in August 2017 while keeping contract management on staff. Advice to Management:Constant employment increase and RIF is causing major disruption to valuable projects and killing moral,1,2017-10-19T00:00:00.000Z,17437649
Best Job I’ve Ever Had,Anonymous Employee,"Pros:There was always more than enough work to do because ADM is almost always a busy company. We were like a family. Made some long-lasting friendships at the company. Cons:Sometimes, upper management doesn’t listen to the needs of the employees. Advice to Management:Talk to your subordinates. Find out what issues are going on in different departments so there can be better communication and understanding.",5,2017-10-18T00:00:00.000Z,17416945
Relaxed environment but not many opportunities for development,Financial Analyst in Rotterdam,Pros:Relaxed environment and good people around Cons:Not perks for employees Not opportunities for development,4,2017-10-13T00:00:00.000Z,17334175
laborer,"Laborer in Atlanta, GA","Pros:good wage, great co workers Cons:long hours hard work very hot",3,2017-10-08T00:00:00.000Z,17238808
Great Company,"Anonymous Employee in Erlanger, KY","Pros:Love working for ADM for its benefits, salary and retirement plans. Cons:A lot of overtime.",5,2017-10-01T00:00:00.000Z,17109517
Corporate culture,Anonymous Employee,Pros:Not going anywhere anytime soon Cons:Easy to get lost in the crowd,5,2017-09-13T00:00:00.000Z,16805357
Great but Too Flat,Buyer,"Pros:Flexible, great benefits, clear goals. Cons:Too flat organizationally- hard to progress career within one group.",4,2017-09-10T00:00:00.000Z,16749629
ADM was enjoyable,Anonymous Employee,Pros:They challenge you at work and there is something new everyday. I worked with great people in the gulf locations. Cons:In the bigger plants growth takes a lot longer which adds stress,4,2017-08-31T00:00:00.000Z,16612282
Psychotic vetting protocols,"Anonymous Employee in Montreal, QC","Pros:Good salary, variety in work hours Cons:Management went as far as to pump pheromones into my work space to see I preformed while distracted.",1,2017-08-31T00:00:00.000Z,16611004
brutal layoffs,Anonymous Employee,"Pros:The company is a broad company with interesting opportunities. They offer excellent benefits. They have opportunities across the world. Cons:After having layoffs in 2012, just experienced another round of layoffs targeting employees and managers with long service records. Most of the layoffs were targeted at employees with 25 to 40 years of service. They were excellent managers, employees and veterans. It was simply cost cutting. Rumors says that there is another round coming within 6 months Advice to Management:Moving upper management to Chicago did not add value to the company (see share price, revenue and profit) but it allowed for laying off amazing people by delegating it to someone else. Talk about an Ivory Tower. The company has lost its Midwestern soul.",2,2017-08-17T00:00:00.000Z,16402027
ADM in Decatur is a great place to work!,"Manager in Decatur, IL","Pros:Really supportive and strong company. Strong management and leadership. R&D focus is also a strength. Cons:""Open"" work environment in corporate is not great for productivity. Advice to Management:Moving in the right direction with current CEO.",5,2017-08-07T00:00:00.000Z,16257552
Director/Fleet Operation,"Director/Fleet Operations in Decatur, IL","Pros:Strong financial company, private carrier. Cons:Re-organize management twice in the past 6 years.",4,2017-08-06T00:00:00.000Z,16237745
ADM,Anonymous Employee,"Pros:Global Company, Excellent advancement opportunities. Cons:Based out of Decatur Illinois. Advice to Management:Mr. Spycher ""you are allright.""",5,2017-08-05T00:00:00.000Z,16228890
"Strong company, good people, bad locations","Research Engineer in Decatur, IL",Pros:Strong company Really good people to work with Variety of projects Cons:Most locations are not in good cities,4,2017-07-12T00:00:00.000Z,15864014
Intern,"Intern - Hourly in Decatur, IL",Pros:Great Company to intern for! Cons:Its a large company.,5,2017-07-09T00:00:00.000Z,15813536
There are opportunities...,Anonymous Employee,"Pros:Many divisions to choose from, each with their own unique opportunities and niche culture within the great ADM global culture. Cons:Expanding has lead to growing pains for some divisions lacking structural integrity. Not having fully staffed departments leads to overwhelmed employees. Advice to Management:Realizing that employees are overwhelmed with work, but not compensating them for the extra work they are doing is detrimental to the employees.",3,2017-06-10T00:00:00.000Z,15418897
Marine Engineering Cadet,Anonymous Employee,Pros:Great food. Friendly Crew. Most days you don't do more than sit in the control room. My crew was particularly helpful in assisting with my sea project. Cons:Cant get off of ship.,5,2017-05-17T00:00:00.000Z,15107239
Production Engineer,Production Engineer,Pros:Challenging environment. Good for engineering career starter. Cons:A lot of politics just like any other big companies. Shift work can throw some people off as it may be not for everyone. Advice to Management:Management is doing a great job.,4,2017-05-08T00:00:00.000Z,14967880
Internship,"Intern - Hourly in Chicago, IL",Pros:Flexible and had a great intern structure. You can tell that the ADM internship staff takes their job extremely serious and gives the interns access to a lot of networking opportunities. This internship program is easily in the top intern programs in the country. Very organized and is exactly how a intern program should be ran as far as communication and all the benefits that along with that. They made it stress free and have a answer to any of my questions with-in 24 hours. Cons:ADM does have a lot of facilities across the country but primarily in the Midwest. The Internship is also designed to really make you get out of your comfort zone and network with everyone from management to other interns.,5,2017-05-05T00:00:00.000Z,14932650
"Job security, good benefits, not much recognition",Anonymous Employee,"Pros:Great benefits, job security within company Cons:Not much recognition for work/promotions are rare. Communication lacks Advice to Management:Better communication and show employees who work hard appreciation for their work",4,2017-04-01T00:00:00.000Z,14447338
No growth,Customer Service Representative,"Pros:You are guarenteed job security in your position. You are paid weekly. Cons:They give indication for growth, but it rarely is followed through. Advice to Management:Be more truthful and keep people's careers in mind before alluding to career advancement that doesn't happen.",1,2017-03-25T00:00:00.000Z,14343224
Operations,Anonymous Employee,"Pros:Challenging, autonomy, great learning opportunity Cons:Nothing negative to note so far. Advice to Management:Keep up the good work.",5,2017-03-14T00:00:00.000Z,14187504
Poor culture,"Intern in Chicago, IL","Pros:Good pay interesting field of work Cons:Abusive boss, poor treatment of interns, and lack of respect for employees in general Advice to Management:Clean out middle management and stream line",1,2017-03-12T00:00:00.000Z,14153112
